"title","avg_rating","rating_count","phone","website","address","area","city","category","images"
"Chesters","3.4","284","+44 161 222 6166","chesters-greattastingchicken.co.uk","368 Cheetham Hill Rd, Cheetham Hill, Manchester M8 9LS, United Kingdom","Manchester Central","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8DUa9z0-ottGAX1C905skZg1qraaYkNcMSakrWBHr4cgoHgjajKDd16l0k8V0k3nfLad8kh8KwNXqV7NK2Og13Wji5bQtL2suQjxnSA-o7_qdf2bBd2uMehhxPDX0qFzTXM7Mo=s4196-v1"
"FRIES STOP - Halal - Fast Food Restaurant (Cheetham Hill)","5.0","5","+44 161 218 7427",,"461 Cheetham Hill Rd, Cheetham Hill, Manchester M8 9PA, United Kingdom","Manchester Central","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/p/AF1QipN0l1fqkOdd86QKT3aOrSe4XI9qElb_Ix8xyfp7=s4196-v1"
"Vapiano Manchester","4.1","2746","+44 161 348 7590","uk.vapiano.com","13, Corn Exchange, 98 Corporation St, Manchester M4 3TR, United Kingdom","Manchester Central","Manchester","Italian restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_P4tna7YfspoOsMXkU6G5ew9pve60pxyLrCKe8RAjO0F9RmMQ7jSDqzhEjPwkX4_jz2fMxmbV0L8VinYG8PrVZ9qtwJ-tBHhhTKi_1WETRK-l66NqQDVCKQf_9HHCx6K7Gyt2A=s4196-v1"
"Tesco Cafe","3.7","23","+44 345 671 9380","tesco.com","Thomas St, Crumpsall, Manchester M8 5DP, United Kingdom","Blackley and Middleton South","Manchester","Cafe","https://lh3.googleusercontent.com/p/AF1QipOccfxpluqRZ5sRdXGgcy442rjGjUg6AnoMyqgH=s4196-v1"
"Pip","5.0","5","+44 161 553 0055","treehousehotels.com","Blackfriars St, Manchester M3 2EQ, United Kingdom","Manchester Central","Manchester","British restaurant","https://lh3.googleusercontent.com/p/AF1QipMco6b_jaF9F5qLU5TGfB9T7avrzeeQVVqMGYjj=s4196-v1"
"Nando's Manchester - Printworks","4.1","1058","+44 161 832 0884","nandos.co.uk","Unit 13, The Printworks, 27 Withy Grove, Manchester M4 2BS, United Kingdom","Manchester Central","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8rEJK4hxVYtRZ82Du6TeJcVxNzynUvl2puSqx5CvoD2LPEg0hCxvFOfYVUgy4mU_Zv4EwwaOWznGBJJx4Z5O8K59hkApwdL78iugVjYOFlJlkRkGQzLAvz6BBX9lx5_CvuN9DehA=s4196-v1"
"Cafe Istanbul","4.4","1199","+44 161 833 9942","cafeistanbul.co.uk","79-81 Bridge St, Manchester M3 2RH, United Kingdom","Manchester Central","Manchester","Turkish restaurant","https://lh3.googleusercontent.com/p/AF1QipOto8-bFQkx4kuYx50ZxIfE4S2ZrvbuKh36cDQ-=s4196-v1"
"Sunrise Caribbean Food Ltd","4.5","465","+44 161 212 1850","sunrisecaribbean.co.uk","120 Broughton Ln, Salford M7 1UF, United Kingdom","Salford","Manchester","Caribbean restaurant","https://lh3.googleusercontent.com/p/AF1QipMPm72oUUh16n0BD8FrB9oioQO7slUb9hzMTITq=s4196-v1"
"Creams Cafe Cheetham Hill","3.7","1040","+44 161 740 7825","creamscafe.com","Unit 22, 40 Bury Old Rd, Manchester M8 5EL, United Kingdom","Blackley and Middleton South","Manchester","Dessert restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8UMakM7CM5XKcA4k-gSr27z5E0Tgo3Sbh4u1Lissfap9Zb2gRDWlz7lVVcL2pZz3WLwf2MXXT64Fen3v37afyLdj5FWBC1mmpJVt5A7Rcm-k_g27qBo4581XwTp4Y2N4YRjDU=s4196-v1"
"Oriental Pearl","3.0","118","+44 161 792 9727","opmcr.co.uk","271 Great Cheetham St E, Salford M7 4UF, United Kingdom","Salford","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-zETdXTtukbTR1l5kvQYo1xVYAe-VYqDsBuMqTmCfM-qnQqmyXguvZWzj-bmeBw0mskmY8U-vB1-_Dr8_6i_DgO5_uYGuZZU1GfL1snZCRRVx-0sORFv2KXIe37uU_kyGknUE=s4196-v1"
"Yadgar Cafe","4.5","172","+44 161 831 7753",,"1es, 71 Thomas St, Manchester M4 1LQ, United Kingdom","Manchester Central","Manchester","Indian takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9oZRT8gK9BYQCsoKI1q-YieFvz7tv_2v_YuTrKvQjE6LxBhHimiiWyCIa2u6PzhXR4uO8P1IqEAcSaC-skFBa_uUgLsJGEch_ayu0Q9ThzkKkDhNDnj80TjnITr7Qkd3STX0c=s4196-v1"
"Pizza Hut Restaurants Manchester","4.2","1077","+44 161 835 2233","pizzahut.co.uk","15 Corporation St, Manchester M4 3AG, United Kingdom","Manchester Central","Manchester","Pizza restaurant","https://lh3.googleusercontent.com/p/AF1QipNfJyzUqp0VRrEBKxdUDGCdWXXUDOMnXvDcVKNy=s4196-v1"
"Kansas Fried Chicken","3.5","150","+44 161 637 0352",,"424 Wilbraham Rd, Chorlton-cum-Hardy, Manchester M21 0AS, United Kingdom","Manchester Withington","Manchester","Fried chicken takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-C9MGgu5hprGXkTroOwl2Rmgl4SRR7HB_VuJ0wb6i0ITzRMk7yYw-rxNVytIcUlEXrMKT6fhgYT66_p2z4Jl96u1musyZ-GL_zwMTrT75W_1QLPleh4MgLGXJ_L4nYeAWuWXB7PA=s4196-v1"
"dixy chicken","3.0","141","+44 161 280 7060",,"26 Bury New Rd, Cheetham Hill, Manchester M8 8EL, United Kingdom","Manchester Central","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-xw6ZvKOkcxy293MKYZXjAkv6QztXeSsZmE_zHBCD5QjkyRWLw-k6Aph_6ZklHYxrBGzGdtHgtg7oJCFyctYPEH60bt7Pn0qolrxjY8fYgC1AzbRlPBvgcihAzO7b9ODwIHb4K=s4196-v1"
"Santos Kebab House - Cheetham Hill","4.0","983","+44 161 740 6677","santoskebabland.co.uk","Edward Buildings, 22King, Bury Old Rd, Salford M7 4QJ, United Kingdom","Bury South","Manchester","Kebab shop","https://lh3.googleusercontent.com/p/AF1QipMTvcAdjJ4EZuq9EAadw2ckhwD1bsGqkFQwUORs=s4196-v1"
"Green Quarter Terrace - al fresco dining","3.0","1",,,"4 Cheetham Hill Rd, Cheetham Hill, Manchester M4 4EW, United Kingdom","Manchester Central","Manchester","Restaurant","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eZ_kMT2_RD1i7XOAbBhFeQ&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=46.83155&pitch=0&thumbfov=100"
"Subway","3.8","374","+44 161 832 8207","restaurants.subway.com","Fort Shopping Park, Cheetham Hill Rd, Cheetham Hill, Manchester M8 8EP, United Kingdom","Manchester Central","Manchester","Sandwich shop","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9bC1TXcHoiBrTBFip65ws9fbEiWvQ7Fntx0GQzw7Ep7hJXgfhI-s4iQhxRQFXUuK3vaLIz4-7np6K86Tig3DLcMGf94GRlAfhnKkNevm3SpSGb-sgGp1CVsHzhd8eNmHY1yh3Y8A=s4196-v1"
"Tibetan Kitchen - Café in the Park","4.5","48",,,"Chorlton-cum-Hardy, Manchester M21 7SJ, United Kingdom","Manchester Withington","Manchester","Coffee shop","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-oIFoUS1ZUjxkFu4W6oQ63xTo_uH5qkwwrvJaW8GQkHK4PkfVA2BcatExhi3dByLK9qgo-tw9Vm6S4xkGz7hv1XKawEeVC39mszzceyRfEAdCY3QjJaA8ZFfGid7I4OEe5c8m4=s4196-v1"
"Lotus Chorlton Chinese Takeaway","4.7","112","+44 161 881 1122","lotuschorlton.com","571 Mauldeth Rd W, Manchester M21 7SH, United Kingdom","Manchester Withington","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/p/AF1QipPb46fJUbE_Jkpdav1lOSrJreoVtNklJ2QOlQFe=s4196-v1"
"Lily's Deli, Chorlton","4.5","207","+44 161 862 0494","lilysdeli.co.uk","102 Manchester Rd, Chorlton-cum-Hardy, Manchester M21 9SZ, United Kingdom",,,"Vegetarian cafe and deli","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_ZpB8K78eQNST281DjKii14k8GHh_OEhJPS4jXQyt-P1AY4zMbUXBJzhqDTEYzyvhuIPp-YoLo_P2vCRlJ6za-QoNIIW7PIFpPFR-wTM6m9yWJ-6OF19rYQUv2yazOk6PYabiX=s4196-v1"
"Yeopan’s Chinese Takeaway (Order Online)","4.0","65","+44 161 881 6888","yeopanschorlton.com","522 Wilbraham Rd, Chorlton-cum-Hardy, Manchester M21 9AW, United Kingdom","Manchester Withington","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-5KGhxSYWSFFEdBW4yMl-6MrzHp7ixnI-LfGuHD8pQQE3UronbpxvMNQ6pZqv8zyDLVQ8ZhYj2lSQZqOfZn_O3GNvQA5jhVY1XmYUjd_vDvsc8Qy-pQytqE4oYYscOiteQ2OPyOA=s4196-v1"
"Tibetan Kitchen - Momo Shack","5.0","2",,,"93 Manchester Rd, Chorlton-cum-Hardy, Manchester M21 9GA, United Kingdom","Manchester Withington","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9505Cdof4Doaxh72eU6Z3mBeBI3hC7sZjrVm3t10xwaiJkr8DVB_Po9tFHeC36Jesd_tENTFPKbjt0Yfm_cltDVKtK6fKngmiOJsTKM-1NyxDu3NdvRkGH6ciUdQTh6OsjiKLD=s4196-v1"
"The Dutch Fishmen Chorlton","3.7","190","+44 161 861 7477","dutchfishmenchorlton.co.uk","49 Manchester Rd, Chorlton-cum-Hardy, Manchester M21 9PW, United Kingdom","Manchester Withington","Manchester","Fish & chips restaurant","https://lh3.googleusercontent.com/p/AF1QipMPZu081urOeIgq1_MKdUnTK8AEmk4zRZDZ3UTj=s4196-v1"
"Zaytoni","4.2","465","+44 161 273 6364",,"127A Oxford Rd, Manchester M1 7DY, United Kingdom","Manchester Rusholme","Manchester","Shawarma restaurant","https://lh3.googleusercontent.com/p/AF1QipPpaKRMBZXoGhkT_PGYTIxtdNHGCf-BR60bqIpF=s4196-v1"
"Sultanahmet Grill","4.4","1144","+44 161 256 0368","sultanahmetgrill.com","First floor, 91A Wilmslow Rd, Manchester M14 5SU, United Kingdom","Manchester Rusholme","Manchester","Turkish restaurant","https://lh3.googleusercontent.com/p/AF1QipN-6-O3CQIURM-yvXGYlYoEvuNan_BYUIuqVZCZ=s4196-v1"
"Barça - Canal-side Bar, Castlefield - Manchester","3.8","817","+44 161 839 7099","barca-manchester.co.uk","8-9 Catalan Square, Manchester M3 4RU, United Kingdom","Manchester Central","Manchester","Bar","https://lh3.googleusercontent.com/p/AF1QipNxjj_QSDfcAelmI2s6G2ndHoQ2x08H98dzhl67=s4196-v1"
"Taftan","3.9","364","+44 161 226 4523","taftantandoori.co.uk","178, 180 Chorlton Rd, Chorlton-cum-Hardy, Stretford, Manchester M16 7WW, United Kingdom","Stretford and Urmston","Manchester","Indian takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_yQF04eKt_TTMiT1GB4Dn4HNG_FFMb7yimyhmKPtVtxflR7slgA6rE4oDZyFZo_GEb40Ij8FU_a-0wT_KC4RTdJfMcF3E2x5io-dze1tt_Bpzr_avpKgieh8cQpUTfdhFi0Q__=s4196-v1"
"Kool Runnings","4.7","299","+44 7413 520101","instagram.com","118 Chorlton Rd, Old Trafford, Stretford, Manchester M15 4AN, United Kingdom","Stretford and Urmston","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_h4KiqJw4a4Mz-cbEX8uuZcrqV11GhxDE_9GYBTfdtZ_jABztyhHUAxBI4XK3rTxhPzkt2BxJOhIu-H7GnNJvY9JwBIArp5F2OHR469j2zZHX85TGgx_YWp5JUIS0UZkzg9Xti7g=s4196-v1"
"Chicken Run Manchester","4.5","587","+44 161 226 6714",,"6 Yarburgh St, Whalley Range, Manchester M16 7FJ, United Kingdom","Manchester Rusholme","Manchester","Caribbean restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_okq7P3M5U4O9upx_e97qSFR7fjNRG6lb6thbZLkeIKRlHieRcMue13fUEKdvaYzDP0abqsgu-TC6XSHYNdAw0XRzSaMef1XLCj_WMeeqwa6NVw1KFi6PVVLCeWoevL4D5i8Om=s4196-v1"
"Jafra Restaurant مطعم جفرا","4.8","5604","+44 161 971 5602",,"34-36 Wilmslow Rd, Manchester M14 5TQ, United Kingdom","Manchester Rusholme","Manchester","Middle Eastern restaurant","https://lh3.googleusercontent.com/p/AF1QipNst-SaQQpq-M8zX2aDlWBOQ0BFwEpKkAA_-16l=s4196-v1"
"Marsa Cafe","4.8","107","+44 161 613 0085","marsacafe.co.uk","151 Princess Rd, Manchester M14 4RE, United Kingdom","Manchester Rusholme","Manchester","Restaurant","https://lh3.googleusercontent.com/p/AF1QipPrx8TKvOZWbKoi1tC9uDOjAz5HAJmaU_0ilbyj=s4196-v1"
"Sudanese House Cafe Manchester","4.6","104","+44 161 296 8324","mesobrestaurantmanchester.co.uk","107 Princess Rd, Manchester M14 4RB, United Kingdom","Manchester Rusholme","Manchester","East African restaurant","https://lh3.googleusercontent.com/p/AF1QipOGEMpWVvgP4LyWKAlVczuQfH0zkh6I8hxbp_TE=s4196-v1"
"Zula Habesha Restaurant","4.8","16","+44 161 224 3741",,"312 Platt Ln, Fallowfield, Manchester M14 7BZ, United Kingdom","Manchester Rusholme","Manchester","East African restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8hTVQtHLU7Fquu6YR4UA2GvK-PVA54SGFko21p_jUslq5ZRJajTtvpiiky-s4e5IoN5szt86p-oHESwPJh9v2vlwn2nkRJqDQxrlIS5NsKgVgIke7LgM7gI7y8Jx_jzpf8lvrL=s4196-v1"
"Afghan Cuisine Restaurant & Takeaway","4.3","1866","+44 161 248 5333",,"86 Wilmslow Rd, Manchester M14 5AL, United Kingdom","Manchester Rusholme","Manchester","Afghan restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_v38DN6F-vVnX2UcLowUiQqywD6fRvxlaleC1i2_VmPNLt8FpYONZsw7Jxkho2G5oj0KN02BGdGEl15TtA4Yo2a-vXidk7BDlw8RANJBWWkk5a7vxO88I9fhqy9eFOQVRB9Ky9=s4196-v1"
"Imo Oluwa Restaurant and Bar","4.3","351","+44 161 478 1525","imooluwarestaurant.com","117 Princess Rd, Manchester M14 4RB, United Kingdom","Manchester Rusholme","Manchester","West African restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_NfjJyTn_kM-wagBuKTS2I_Lj1DmUJ50YtSiCrGOHkGjTowjuS9wyhlHAmJzORKqTlhnorCCQIdaqxrIwQzU_HzgnjyYtXQFlqU5GbEeMUnf8PaOU9eHp0LTh1sHPMkgrhGML2=s4196-v1"
"Hello Oriental","4.2","1165",,"hofoodhall.com","Unit 3B, South Pavilion, 2 Symphony Park, Manchester M1 7FS, United Kingdom","Manchester Central","Manchester","Asian restaurant","https://lh3.googleusercontent.com/p/AF1QipMmI_0YeSYY-fdnUaMhCenlXHeS18B-QX0ABJTs=s4196-v1"
"Red Sea Manchester","4.7","77","+44 161 232 7666","redseamanchester.com","113 Princess Rd, Manchester M14 4RB, United Kingdom","Manchester Rusholme","Manchester","Eritrean restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-kpHSdEmC7m38pkokJmoPnaS8c5M5FO3_t8xVRUj_U3Ijyel8RkASffGzk_VUnHo_RbLIHHORUIuLuL5880gtw5eF8VkluXDD6H13-0e7bh2ZRFXGbHKlob1wSIvahGcVPriA5QA=s4196-v1"
"Ariyadh Arabic Restaurant - مطعم الرياض العربي","4.3","840","+44 7708 111851","ariyadhrestaurant.com","308 Platt Ln, Fallowfield, Manchester M14 7BZ, United Kingdom","Manchester Rusholme","Manchester","Middle Eastern restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8IGA-Z9ELOvdDo68iN3Os0hwz_8vF9jEv6yo23QZhDlEG1y1qQv6v9hO8ThQrybWCSp-FQl8aDujHD0OrlLGOxmv_0-aAIVTD2a6RZbxOaOsQrt0B8p5A3a4UW8jCbgbLN96w=s4196-v1"
"Ariana","4.2","291",,,"113 Wilmslow Rd, Manchester M14 5AN, United Kingdom","Manchester Rusholme","Manchester","Persian restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-v8Nduhtw_Zy_N65nILWpA-ypm-ZwWuq8pp3v4FLGGKhzkWxU-GOxZxmmvst97cBBsGZuvBhhhm4cj5D5K4z4yx8aunTKsC_71dcZ6IAERihrMjVw4JnOmHVRByPXABknx-Q=s4196-v1-pi-0-ya130.68001-ro0-fo100"
"Monsieur French Tacos","4.9","83",,"monsieurtacos.com","All Saints Park, Oxford Rd, Manchester M15 6BH, United Kingdom","Manchester Rusholme","Manchester","Taco restaurant","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEgwU8QtYG5wwYH3aedzmAxEhA-r72pvQ23W0izfAezGtDb5HA1igNkTA1EDvADUlqmckL2bJ634VjyJ44MngRX3rX5f6txq2g2524RYMxBF6oV2bGjefyL20E6PNmyLorkz_O8k8h53WdXWFnecECCY4ln_mdgB7FQYWZ03GQ1oizipBJYINUK=s4196-v1"
"Rajas Whalley Range","3.8","308","+44 161 637 8283","rajaswhalleyrangemanchester.co.uk","116 Withington Rd, Whalley Range, Manchester M16 8FA, United Kingdom","Manchester Rusholme","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_tcKRpXWT9vFEUzP7VHHJw53m_u7ySO9YyqxVgZGKCl-vgh2dcEA9T9maOO-mLtSrZnV6u91gl9j-kIVvXGBzCsbI1WXzN5nrLSJ2guCl3iS6J3_xxN9FNWa3z83GssdCmUjDB3A=s4196-v1"
"Ohio Fried Chicken","4.5","420","+44 161 225 0044",,"24 Wilmslow Rd, Rusholme, Manchester M14 5TQ, United Kingdom","Manchester Rusholme","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-fsQy3LlGhLz7EPxaDTc6Cnzh6LnCKlAnr08y4hUuRuPIyBQUYHynVoNIlLHmXdrE9Lm4Xk53judotvO_u6_2xQ129u57lhyTYPy_Io1AdfwL53grTfJAtgwbLODj1GtdUjpBvhpQYJk1R=s4196-v1"
"Revolution Manchester - Oxford Road","4.3","1315","+44 161 236 7470","revolution-bars.co.uk","90-94 Oxford Rd, Manchester M1 5WH, United Kingdom","Manchester Central","Manchester","Lounge","https://lh3.googleusercontent.com/p/AF1QipOUbh9hZGPcB7FSZC6HQL2RHsOBwnIIbrdgZIk4=s4196-v1"
"Al Qaza Shisha","4.5","1066","+44 161 224 9288","instagram.com","119 Wilmslow Rd, Manchester M14 5AN, United Kingdom","Manchester Rusholme","Manchester","Hookah bar","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8h26-e5ai7Iwee-j8X1MAq1_YZOY5OhoxuDVEViw2lev_BD3GHhlbchiGLDeMqS__PHmsLV6qt9svxcZS6pjX-oZICqqKkoLdOYIiA2n-Ma7NoFWhJ-H4fAAIPk3Gsw40hnFZg1w=s4196-v1"
"PHO 23","4.2","56","+44 7511 719546",,"298 Oxford Rd, Manchester M13 9NS, United Kingdom","Manchester Rusholme","Manchester","Restaurant","https://lh3.googleusercontent.com/p/AF1QipOdXnHAOTde85APAsLGtYd-AUTHvIxjUqVcC4xN=s4196-v1"
"Al Jazeera Restaurant","4.4","1639","+44 161 257 3337","aljazeeraltd.com","22 Wilmslow Rd, Manchester M14 5TQ, United Kingdom","Manchester Rusholme","Manchester","Halal restaurant","https://lh3.googleusercontent.com/p/AF1QipOjXPGmO8ZJ7TzkRoT6f_FCRwhG-b-fKkNs5N8b=s4196-v1"
"Noodle House","4.1","588","+44 161 232 1007","noodlehouse.uk","114 Withington Rd, Whalley Range, Manchester M16 8FA, United Kingdom","Manchester Rusholme","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9ltdN0ubCfINYVlaGBR38u6xslMp4aZ1gAqFNfxJcdkbKjU36cRXnuiu0y-6zXQ-FXmisZ-uxKqrVTHIhJXzXNEoHUum-C-J1YhFvZ8TE_27lImPZjWQEV3-TnMA9h34MRVw2tFA=s4196-v1"
"Casa Mexica Manchester","4.4","864","+44 161 235 0712","casamexica.co.uk","Unit 1, The Quadrangle, Chester St, Manchester M1 5QS, United Kingdom","Manchester Central","Manchester","Mexican restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_MLFRuCPLs2AZectCXpaSBkqMCuy0_q3eLdlcQMbWUh9a507b33RPQiUvDN7ueIcyIio31usdTsc3jI8G8_Coi1iLzjotXgGgsI9LDgts5IIlyLkBUb5_APf52AVGFiD9UFtgf=s4196-v1"
"eatGOODY","4.6","263","+44 7452 895383",,"1 Hillcourt St, Manchester M1 7HU, United Kingdom","Manchester Rusholme","Manchester","Korean restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-Jay2nvzK_d2O_6RPRah5aAnWINbll1s4Q7DK6MHe6l1BQQcw7hI7QWvMs5tI7WArv8eDXhp8H11OjtfLRET5ihqrP26UIjjNpeno0rBK9RfchzYhSCFEUpfAfr0DYauJENeCt=s4196-v1"
"Haute Dolci Manchester","4.8","4766","+44 161 302 6031","hautedolci.co.uk","25-27 Wilmslow Rd, Manchester M14 5TB, United Kingdom","Manchester Rusholme","Manchester","Dessert restaurant","https://lh3.googleusercontent.com/p/AF1QipPmDEJsrZqWchUzsjxQHXLHLISh1q07JN-YWmKt=s4196-v1"
"Paradise Takeaway","4.1","496","+44 161 225 1931","paradise-takeaway.co.uk","600 Stockport Rd, Longsight, Manchester M13 0RQ, United Kingdom","Gorton and Denton","Manchester","Pakistani restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-vr59g-6JbheFGczdPihyj-N5_z_J31edh7Ux2rOE9Vz0bkazTFzFaSucZQ8NBV7VDAR7Q0lF80w1Gl0tYlb6HzNVzeX2q1W2ux2F6oNAzejCQ7XIp9zpcS0BlVt2-CZGGmbSPsw=s4196-v1"
"Chorlton Food Store","4.9","28","+44 161 718 6897",,"59-61 Manchester Rd, Chorlton-cum-Hardy, Manchester M21 9PW, United Kingdom","Manchester Withington","Manchester","Grocery store","https://lh3.googleusercontent.com/gps-cs-s/AB5caB92Dst4ByvmxtLLuZ_wIz_OSLRVCBt53QC_Z5LwwcwcUPhMJ9VMNkAxaY_-RrWML4iSWerXgTL7mFS45EvJQ0ERUBHct9zB_K5vPdQrn7_gIofN8SikKq1kGT_N5i_Z7Zg9twxE=s4196-v1"
"Sanam Sweethouse & Restaurant","3.7","1761","+44 161 224 1008","sanamsweets.com","145-151 Wilmslow Rd, Manchester M14 5AW, United Kingdom","Manchester Rusholme","Manchester","Pakistani restaurant","https://lh3.googleusercontent.com/p/AF1QipNLkkRbDkhN7t7X6NhORBx_Udm6KRgpVd3e0W4M=s4196-v1-pi0-ya40-ro0-fo100"
"DOUGH CLUB","5.0","1",,"doughclub.co.uk","403 Oxford Rd, Manchester M13 9WG, United Kingdom","Manchester Rusholme","Manchester","Pizza takeaway","https://lh3.googleusercontent.com/p/AF1QipMQJ6UsK03qw8giudwzaPiwS-cWh2DzQXMx8f2V=s4196-v1"
"Zen Sushiya, Japanese Restaurant, Manchester","4.8","199","+44 161 612 3159","zensushiya.co.uk","459 Princess Rd, Withington, Manchester M20 1BH, United Kingdom","Manchester Withington","Manchester","Japanese restaurant","https://lh3.googleusercontent.com/p/AF1QipP-Ps_OFbMXXUOZAvSxsS3Lve45zpedhRD3-LLr=s4196-v1"
"WOK Noodle Box","3.4","98",,,"117 Oxford Rd, Manchester M1 7DU, United Kingdom","Manchester Rusholme","Manchester","Noodle shop","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8VlnWpFjo9Q1Bsk0xSoSVXfgiHbMiZYeb6a8a2SYjB-B3DrK8Fshwrk-uWWT_ASCosiMSWsR_ldwnGK9Fue9OHYd4TWVPQXq9_QATJoiLNdFYMWjHJ7sxGak2JwRjBZV3gtfDs=s4196-v1"
"Red Chilli","4.2","951","+44 161 273 1288","redchillirestaurant.co.uk","403 Oxford Rd, Manchester M13 9WG, United Kingdom","Manchester Rusholme","Manchester","Chinese restaurant","https://lh3.googleusercontent.com/p/AF1QipOl05WovUOQuAIIy8JG_2C3uckL023JIl9j0GUl=s4196-v1"
"Momo Noodle Bar","4.4","85","+44 161 460 4808",,"304-306 Oxford Rd, Manchester M13 9NS, United Kingdom","Manchester Rusholme","Manchester","Hong Kong style fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9wFHnBn-QeBFvrBmjga8ISZ4jRj2hJMb58QyHTEA-mhW7iuETRsbeTijcQQiNOYX1hyBO0keUyFzeR8qsotxrvRywHFichCyrnMGM8nj6ouJNe1uuSF76XT-eXNOtujmebwcA=s4196-v1"
"Emoji Restaurant","4.0","136","+44 161 226 6741","emojirestaurants.co.uk","28 Higher Cambridge St, Manchester M15 6AA, United Kingdom","Manchester Central","Manchester","Asian restaurant","https://lh3.googleusercontent.com/p/AF1QipMKdTpW2UUVvw3iBTtKmZud7ZM_xLdhv2k3xnsd=s4196-v1"
"WFC whole fried chicken Halal","4.5","46","+44 161 257 2253","wholefriedchickenhalalmanchester.co.uk","331 Great Western St, Manchester M14 4AN, United Kingdom","Manchester Rusholme","Manchester","Fried chicken takeaway","https://lh3.googleusercontent.com/gps-proxy/ALd4DhES_2eQZEiBNblBuEm_Z1Jtn3Q8JE-_8xn349lJ78Y4WlG4Nw96SDC-SRYbIL3colaj_tr4_LlW_GPoB6_avc0JzzGVkQ86pgsLh8vGesuGmYV1q7nE5sibIkMEcHRMjtNiweKAwRphSlNCmiIVhtH8jcVLy9sF5tGHmau_NeTgK2VZVmt9hBWd=s4196-v1"
"Sunrise Caribbean Food","4.1","38","+44 161 222 4664","sunrisecaribbean.co.uk","9 Moss Ln W, Stretford, Manchester M15 5PQ, United Kingdom","Stretford and Urmston","Manchester","Caribbean restaurant","https://lh3.googleusercontent.com/p/AF1QipOyE-_Yw7DTUqk6lB0bU6KvitNB3AjteDdHYfUK=s4196-v1"
"Azuma","4.4","922","+44 161 226 1776","theazuma.com","73 Cavendish St, Manchester M15 6BN, United Kingdom","Manchester Rusholme","Manchester","Korean barbecue restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_FCNhkWcn-eXGytYyg44hpL0h433fBZkTbPwkSwjoQ43n_dz0mr7xhR-Y6KtYCMRERgFD8GltMjb9ZLnXoCfeLn5yVaK3xyi1l4J-VBsTL44yDoA4z0xbDEYbVWFL-xCJscEL2=s4196-v1"
"Jin Du - Fish & Chips Manchester","4.3","87","+44 161 226 2932","jindumanchester.co.uk","135 Princess Rd, Manchester M14 4RB, United Kingdom","Manchester Rusholme","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9337ofWqGzAEoQs6e9Ff2OeurW9vO3kOV0XGJlFpI8lVSxsjTNhJpS_uB8FUmJU26GXwNlM5KXQOqi9L2NMBkCzI0nBY402jpcC-_TLzeo0mn6HOZynSC5QDksw_WTjZzsAQJl7g=s4196-v1"
